 _____________________________________________________________________________
   IP            At MAC Address     Count     Len  MAC Vendor / Hostname      
 192.168.55.208  50:9a:4c:0d:5f:44      1      60  Dell Inc.
 192.168.55.123  50:8f:4c:bd:e7:11      1      60  Xiaomi Communications Co Ltd
 192.168.55.220  6c:62:6d:a9:22:4b      1      60  Micro-Star INT'L CO., LTD
 192.168.55.222  50:9a:4c:0d:ae:c9      1      60  Dell Inc.
 192.168.54.119  78:8a:20:ea:6d:9c      1      60  Ubiquiti Networks Inc.
 192.168.55.249  1c:83:41:04:d0:67      1      60  Hefei Bitland Information Technology Co.Ltd
 192.168.55.215  fc:aa:b6:10:24:03      1      60  Samsung Electronics Co.,Ltd
 192.168.51.234  38:a4:ed:c1:e6:d7      1      60  Xiaomi Communications Co Ltd
 192.168.55.205  dc:1a:c5:2b:44:eb      1      60  vivo Mobile Communication Co., Ltd.
 192.168.55.174  60:14:b3:66:8d:55      1      60  CyberTAN Technology Inc.
 192.168.53.119  04:b1:67:da:1b:5d      1      60  Xiaomi Communications Co Ltd
 192.168.55.224  78:8a:20:ea:6d:9c      1      60  Ubiquiti Networks Inc.
 192.168.54.77   20:a6:0c:ea:31:b2      1      60  Xiaomi Communications Co Ltd
 192.168.53.148  2c:a9:f0:82:14:ab      1      60  GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
 192.168.66.1    7c:5a:1c:59:39:19      1      60  Sophos Ltd
 192.168.101.51  6c:62:6d:ab:29:a4      1      60  Micro-Star INT'L CO., LTD
 192.168.67.1    7c:5a:1c:59:39:16      1      60  Sophos Ltd
 192.168.67.101  00:1b:09:05:43:6c      1      60  Matrix Telecom Pvt. Ltd.
 192.168.67.102  00:1b:09:05:43:82      1      60  Matrix Telecom Pvt. Ltd.
 192.168.67.103  00:1b:09:06:3b:e6      1      60  Matrix Telecom Pvt. Ltd.
 192.168.67.204  44:8a:5b:ae:64:89      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.205  44:8a:5b:ae:63:ce      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.212  44:8a:5b:50:3d:25      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.213  44:8a:5b:aa:04:57      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.216  44:8a:5b:ae:68:5e      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.217  44:8a:5b:ae:66:d3      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.222  44:8a:5b:ae:67:e2      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.223  44:8a:5b:70:c1:e6      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.224  44:8a:5b:50:42:81      1      60  Micro-Star INT'L CO., LTD.
 192.168.67.233  44:8a:5b:ae:69:44      1      60  Micro-Star INT'L CO., LTD.
 192.168.68.1    7c:5a:1c:59:39:19      1      60  Sophos Ltd
 192.168.68.10   68:72:51:5a:59:58      1      60  Ubiquiti Networks Inc.
 192.168.68.11   68:72:51:5a:51:d7      1      60  Ubiquiti Networks Inc.
 192.168.68.12   68:72:51:5a:59:b2      1      60  Ubiquiti Networks Inc.
 192.168.68.13   68:72:51:2a:a0:68      1      60  Ubiquiti Networks Inc.
 192.168.68.14   68:72:51:5a:55:7d      1      60  Ubiquiti Networks Inc.
 192.168.68.17   78:8a:20:ea:6d:6a      1      60  Ubiquiti Networks Inc.
 192.168.68.18   78:8a:20:ea:6f:8b      1      60  Ubiquiti Networks Inc.
 192.168.68.19   68:72:51:6c:86:c8      1      60  Ubiquiti Networks Inc.
 192.168.68.19   68:72:51:24:fc:50      1      60  Ubiquiti Networks Inc.
 192.168.68.20   68:72:51:76:f5:44      1      60  Ubiquiti Networks Inc.
 192.168.68.21   68:72:51:6c:87:bb      1      60  Ubiquiti Networks Inc.
 192.168.68.23   68:72:51:1a:df:c9      1      60  Ubiquiti Networks Inc.
 192.168.68.25   68:72:51:58:6f:1c      1      60  Ubiquiti Networks Inc.
 192.168.68.27   68:72:51:2a:a1:74      1      60  Ubiquiti Networks Inc.
 192.168.68.28   68:72:51:58:9f:87      1      60  Ubiquiti Networks Inc.
 192.168.68.30   68:72:51:58:9b:d4      1      60  Ubiquiti Networks Inc.
 192.168.68.32   78:8a:20:e0:c9:8a      1      60  Ubiquiti Networks Inc.
 192.168.68.38   68:72:51:58:9f:36      1      60  Ubiquiti Networks Inc.
 192.168.68.39   68:72:51:5a:57:1c      1      60  Ubiquiti Networks Inc.
 192.168.68.60   68:72:51:5a:49:dd      1      60  Ubiquiti Networks Inc.
 192.168.100.1   7c:5a:1c:59:39:16      1      60  Sophos Ltd
 192.168.70.1    7c:5a:1c:59:39:16      1      60  Sophos Ltd
 192.168.70.106  00:0b:0e:0f:00:ed      1      60  Trapeze Networks
 192.168.71.1    7c:5a:1c:59:39:16      1      60  Sophos Ltd
 192.168.70.201  6c:40:08:a4:2c:74      1      42  Apple, Inc.
 192.168.70.202  6c:40:08:a5:3a:5c      1      42  Apple, Inc.
 192.168.70.209  6c:40:08:a8:65:be      1      42  Apple, Inc.
 192.168.100.47  c4:2f:90:ad:49:58      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.55.95   0c:e0:dc:b8:96:89      1      60  Samsung Electronics Co.,Ltd
 192.168.88.100  80:38:96:69:35:1b      1      60  SHARP Corporation
 192.168.55.156  28:3a:4d:3d:7c:47      1      60  Cloud Network Technology (Samoa) Limited
 192.168.80.1    7c:5a:1c:59:39:1c      1      60  Sophos Ltd
 0.0.0.0         28:3a:4d:3d:7c:47      1      60  Cloud Network Technology (Samoa) Limited
 192.168.86.1    7c:5a:1c:59:39:19      1      60  Sophos Ltd
 192.168.86.21   68:72:51:58:9b:33      1      60  Ubiquiti Networks Inc.
 192.168.88.1    7c:5a:1c:59:39:1c      1      60  Sophos Ltd
 192.168.88.10   10:7d:1a:ff:ea:bf      1      60  Dell Inc.
 192.168.88.11   10:7d:1a:ff:da:8f      1      60  Dell Inc.
 192.168.88.251  00:17:61:11:0f:84      1      60  Private
 192.168.88.252  00:17:61:10:e8:55      1      60  Private
 192.168.90.1    7c:5a:1c:59:39:1c      1      60  Sophos Ltd
 192.168.90.10   1c:1b:0d:69:c3:a0      1      60  GIGA-BYTE TECHNOLOGY CO.,LTD.
 192.168.90.11   f4:4d:30:6b:8a:26      1      60  Elitegroup Computer Systems Co.,Ltd.
 192.168.90.12   f4:4d:30:6b:4a:85      1      60  Elitegroup Computer Systems Co.,Ltd.
 192.168.90.13   f4:4d:30:63:cc:74      1      60  Elitegroup Computer Systems Co.,Ltd.
 192.168.90.14   b8:ae:ed:71:ef:31      1      60  Elitegroup Computer Systems Co.,Ltd.
 192.168.90.15   90:02:a9:62:f9:34      1      60  Zhejiang Dahua Technology Co., Ltd.
 192.168.90.18   3c:ef:8c:e6:86:48      1      60  Zhejiang Dahua Technology Co., Ltd.
 192.168.90.20   f4:4d:30:6b:4a:1b      1      60  Elitegroup Computer Systems Co.,Ltd.
 192.168.90.21   f4:4d:30:62:99:e0      1      60  Elitegroup Computer Systems Co.,Ltd.
 192.168.90.22   14:a7:8b:6f:cd:f3      1      60  Zhejiang Dahua Technology Co., Ltd.
 192.168.90.23   14:a7:8b:6f:cd:eb      1      60  Zhejiang Dahua Technology Co., Ltd.
 192.168.91.1    7c:5a:1c:59:39:1b      1      60  Sophos Ltd
 192.168.50.236  7c:78:7e:27:a9:f7      1      60  Samsung Electronics Co.,Ltd
 172.16.23.143   d0:16:b4:7e:29:d4      1      60  HUAWEI TECHNOLOGIES CO.,LTD
 192.168.100.40  28:57:be:81:d7:7e      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.44  54:c4:15:ee:e8:1d      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.43  18:68:cb:91:0f:12      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.103 c0:56:e3:54:ef:6c      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.109 8c:e7:48:5f:5d:a3      1      60  Private
 192.168.100.117 8c:e7:48:5f:5d:95      1      60  Private
 192.168.100.118 8c:e7:48:5f:5c:b4      1      60  Private
 192.168.100.119 8c:e7:48:5e:73:cf      1      60  Private
 192.168.100.129 4c:bd:8f:83:5c:aa      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.132 8c:e7:48:5f:5e:4e      1      60  Private
 192.168.100.154 28:57:be:81:d3:1f      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.155 8c:e7:48:5f:5d:ae      1      60  Private
 192.168.100.158 c4:2f:90:86:2b:a3      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.160 54:c4:15:07:68:32      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.161 00:17:61:12:67:4b      1      60  Private
 192.168.100.162 00:17:61:12:6a:0d      1      60  Private
 192.168.100.163 00:17:61:12:6a:4f      1      60  Private
 192.168.100.159 64:db:8b:86:07:a4      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.165 40:8d:5c:d9:90:4a      1      60  GIGA-BYTE TECHNOLOGY CO.,LTD.
 192.168.100.172 bc:ad:28:e1:f4:85      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.100.171 c4:2f:90:a7:6e:cd      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.101.1   7c:5a:1c:59:39:16      1      60  Sophos Ltd
 192.168.100.254 40:8d:5c:d2:dc:a4      1      60  GIGA-BYTE TECHNOLOGY CO.,LTD.
 192.168.101.50  f4:8e:38:80:90:a9      1      60  Dell Inc.
 192.168.101.116 f4:8e:38:80:48:a6      1      60  Dell Inc.
 192.168.101.115 f4:8e:38:7c:ee:6c      1      60  Dell Inc.
 192.168.101.118 f4:8e:38:80:45:09      1      60  Dell Inc.
 0.0.0.0         00:23:15:5a:0c:f4      1      42  Intel Corporate
 172.16.21.12    c8:9c:dc:f4:58:b7      1      60  Elitegroup Computer Systems Co.,Ltd.
 192.168.55.231  b8:5a:73:3b:3d:e6      1      60  Samsung Electronics Co.,Ltd
 218.248.46.206  7c:5a:1c:59:39:17      1      60  Sophos Ltd
 192.168.52.47   50:8f:4c:bc:a3:cf      1      60  Xiaomi Communications Co Ltd
 192.168.52.197  04:ba:8d:e0:bb:17      1      60  Samsung Electronics Co.,Ltd
 192.168.122.1   48:4d:7e:cc:18:15      1      60  Dell Inc.
 192.168.39.189  44:8a:5b:ae:69:52      1      60  Micro-Star INT'L CO., LTD.
 172.16.24.102   9c:b7:0d:66:c6:7d      1      42  Liteon Technology Corporation
 192.168.53.228  7c:6b:9c:13:22:ff      1      60  GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
 0.0.0.0         9c:b7:0d:66:c6:7d      1      42  Liteon Technology Corporation
 192.168.40.1    7c:5a:1c:59:39:1a      1      60  Sophos Ltd
 192.168.90.17   3c:ef:8c:e6:86:bd      1      60  Zhejiang Dahua Technology Co., Ltd.
 172.16.21.28    50:57:9c:8e:b4:ff      1      60  Seiko Epson Corporation
 172.16.26.84    7c:78:7e:7d:05:d8      1      60  Samsung Electronics Co.,Ltd
 192.168.54.121  70:5a:ac:85:45:4b      1      60  Samsung Electronics Co.,Ltd
 192.168.39.164  44:8a:5b:ae:63:a4      1      60  Micro-Star INT'L CO., LTD.
 192.168.200.1   7c:5a:1c:59:39:16      1      60  Sophos Ltd
 192.168.200.2   a4:14:37:fd:5f:a7      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.10  58:03:fb:78:67:37      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.11  58:03:fb:78:67:2b      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.12  58:03:fb:78:67:23      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.13  58:03:fb:78:67:1b      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.14  58:03:fb:78:67:f6      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.15  58:03:fb:78:67:38      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.16  58:03:fb:78:67:ea      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.18  58:03:fb:78:67:73      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.17  58:03:fb:78:68:27      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.19  58:03:fb:78:67:b5      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.20  58:03:fb:78:67:cf      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.23  94:e1:ac:40:cf:1e      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.21  58:03:fb:78:67:5a      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.26  94:e1:ac:f2:c1:53      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.27  94:e1:ac:f2:be:a3      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 192.168.200.251 64:db:8b:a5:6a:7a      1      60  Hangzhou Hikvision Digital Technology Co.,Ltd.
 0.0.0.0         44:8a:5b:ae:64:50      1      60  Micro-Star INT'L CO., LTD.
 192.168.38.156  44:8a:5b:ae:64:50      1      60  Micro-Star INT'L CO., LTD.
 192.168.52.215  48:bf:6b:4f:c2:cd      1      60  Apple, Inc.
 192.168.54.120  d0:53:49:4f:97:89      1      60  Liteon Technology Corporation
